question_id,raw_subject,raw_topic,canonical_subject,needs_review,rule
AptitudeDataset::58,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::59,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::60,Quantitative Aptitude,General Aptitude,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::61,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::62,Quantitative Aptitude,Mensuration,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::63,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::64,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::65,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::66,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::70,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::71,Quantitative Aptitude,Verbal Ability,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::72,Verbal Aptitude,Verbal Ability,General Aptitude,False,already a topic inside General Aptitude (n=593)
AptitudeDataset::73,Quantitative Aptitude,Number Theory,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::74,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::75,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::76,Quantitative Aptitude,General Aptitude,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::77,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::78,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::79,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::96,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::100,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::101,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::102,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::103,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::104,Quantitative Aptitude,Mensuration,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::105,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::106,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::107,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::108,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::109,Quantitative Aptitude,Mensuration,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::110,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::111,Quantitative Aptitude,Mensuration,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::112,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::113,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::114,Verbal Aptitude,Number Theory,General Aptitude,False,already a topic inside General Aptitude (n=593)
AptitudeDataset::115,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::116,Quantitative Aptitude,General Aptitude,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::117,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::118,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::119,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::120,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::121,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::122,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::123,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::124,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::125,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::126,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::127,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::128,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::129,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::130,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::131,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::132,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::133,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::134,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::135,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::136,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::137,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::144,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::147,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::149,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::150,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::151,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::152,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::153,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::154,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::155,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::157,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::158,Quantitative Aptitude,Number Theory,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::159,Quantitative Aptitude,Mensuration,General Aptitude,False,already a topic inside General Aptitude (n=605)
AptitudeDataset::160,Quantitative Aptitude,Arithmetic,General Aptitude,False,already a topic inside General Aptitude (n=605)
CSE_Dataset::1,Data Structures and Algorithms,Data Structures,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::2,Data Structures and Algorithms,Trees,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::3,Data Structures and Algorithms,Arrays,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::4,Data Structures and Algorithms,Stacks,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::5,Data Structures and Algorithms,Trees,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::6,Data Structures and Algorithms,Sorting,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::7,Data Structures and Algorithms,Sorting,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::8,Data Structures and Algorithms,Graph Algorithms,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::9,Data Structures and Algorithms,Hashing,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::10,Data Structures and Algorithms,Stacks,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::11,Data Structures and Algorithms,Trees,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::12,Data Structures and Algorithms,Graph Algorithms,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::13,Data Structures and Algorithms,Heaps,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::14,Data Structures and Algorithms,Hashing,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::15,Data Structures and Algorithms,Sorting,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::16,Data Structures and Algorithms,Trees,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::17,Data Structures and Algorithms,Advanced Data Structures,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::18,Data Structures and Algorithms,Graph Algorithms,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::19,Computer Organization and Architecture,Linked Lists,Computer Organization and Architecture,False,canonical form
CSE_Dataset::20,Data Structures and Algorithms,Heaps,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::21,Data Structures and Algorithms,Graph Algorithms,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::22,Data Structures and Algorithms,Sorting,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::23,Data Structures and Algorithms,Linked Lists,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::24,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::25,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::26,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::27,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::28,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::29,Computer Networks,Computer Networks,Computer Networks,False,canonical form
CSE_Dataset::30,Databases,Databases,Databases,False,canonical form
CSE_Dataset::31,Databases,Database Normalization,Databases,False,canonical form
CSE_Dataset::32,Databases,Databases,Databases,False,canonical form
CSE_Dataset::33,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::34,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::35,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::36,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::37,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::38,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::39,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::40,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::41,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::42,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::43,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::44,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::45,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::46,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::47,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::48,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::49,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::50,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::51,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::52,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::53,Physics,Optics,Engineering Mathematics,True,"single stray record, closest to Eng. Math content"
CSE_Dataset::54,Physics,Optics,Engineering Mathematics,True,"single stray record, closest to Eng. Math content"
CSE_Dataset::55,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::56,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::57,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::58,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::59,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::60,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::61,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::62,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::63,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::64,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::65,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::66,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::67,Data Structures and Algorithms,Programming Fundamentals,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::68,Data Structures and Algorithms,Data Structures,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::69,Data Structures and Algorithms,Searching,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::70,Software Engineering,Software Engineering,Software Engineering,False,canonical form
CSE_Dataset::71,Databases,Databases,Databases,False,canonical form
CSE_Dataset::72,Computer Networks,Computer Networks,Computer Networks,False,canonical form
CSE_Dataset::73,Cybersecurity,Cybersecurity,Cybersecurity,False,canonical form
CSE_Dataset::74,Databases,Database Normalization,Databases,False,canonical form
CSE_Dataset::75,Cloud Computing,Cloud Computing,Cloud Computing,False,canonical form
CSE_Dataset::76,Programming Fundamentals,Programming Fundamentals,Programming and Data Structures,False,all 9 records are Programming Fundamentals topic
CSE_Dataset::77,Computer Networks,Computer Networks,Computer Networks,False,canonical form
CSE_Dataset::78,System Software,Virtualization,System Software,False,canonical form
CSE_Dataset::79,Computer Networks,Computer Networks,Computer Networks,False,canonical form
CSE_Dataset::80,Computer Organization and Architecture,Computer Organization and Architecture,Computer Organization and Architecture,False,canonical form
CSE_Dataset::81,Data Structures and Algorithms,Searching,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::82,Programming Fundamentals,Programming Fundamentals,Programming and Data Structures,False,all 9 records are Programming Fundamentals topic
CSE_Dataset::83,Computer Networks,Computer Networks,Computer Networks,False,canonical form
CSE_Dataset::84,Databases,Databases,Databases,False,canonical form
CSE_Dataset::85,Data Structures and Algorithms,Data Structures,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::86,Programming Fundamentals,Programming Fundamentals,Programming and Data Structures,False,all 9 records are Programming Fundamentals topic
CSE_Dataset::87,Data Structures and Algorithms,Advanced Data Structures,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::88,Computer Networks,Computer Networks,Computer Networks,False,canonical form
CSE_Dataset::89,Programming Fundamentals,Programming Fundamentals,Programming and Data Structures,False,all 9 records are Programming Fundamentals topic
CSE_Dataset::90,Programming Fundamentals,Programming Fundamentals,Programming and Data Structures,False,all 9 records are Programming Fundamentals topic
CSE_Dataset::91,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::92,Computer Organization and Architecture,Computer Organization and Architecture,Computer Organization and Architecture,False,canonical form
CSE_Dataset::93,Programming Fundamentals,Programming Fundamentals,Programming and Data Structures,False,all 9 records are Programming Fundamentals topic
CSE_Dataset::94,Operating Systems,Operating Systems,Operating Systems,False,canonical form
CSE_Dataset::95,Programming Fundamentals,Programming Fundamentals,Programming and Data Structures,False,all 9 records are Programming Fundamentals topic
CSE_Dataset::96,Databases,Databases,Databases,False,canonical form
CSE_Dataset::97,Programming Fundamentals,Programming Fundamentals,Programming and Data Structures,False,all 9 records are Programming Fundamentals topic
CSE_Dataset::98,Computer Networks,Computer Networks,Computer Networks,False,canonical form
CSE_Dataset::99,Programming Fundamentals,Programming Fundamentals,Programming and Data Structures,False,all 9 records are Programming Fundamentals topic
CSE_Dataset::100,Machine Learning,Machine Learning,Artificial Intelligence,False,"merged into Artificial Intelligence (small bucket, closely related GATE DA topic)"
CSE_Dataset::101,Data Structures and Algorithms,Graph Algorithms,Algorithms,True,majority topics (graph algo/sort/search/hash) are algorithmic
CSE_Dataset::102,Computer Organization and Architecture,Computer Organization and Architecture,Computer Organization and Architecture,False,canonical form
CSE_Dataset::103,Databases,Databases,Databases,False,canonical form
LogicalReasoning::1,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::2,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::3,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::4,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::5,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::6,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::7,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::8,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::9,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::10,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::11,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::12,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::13,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::14,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
LogicalReasoning::15,Quantitative Aptitude,Logical Reasoning,General Aptitude,False,already a topic inside General Aptitude (n=605)
