resume_id,filename,category,model_a,model_b,rbo,jaccard_at_10,overlap_at_10
AGRICULTURE/16849128.pdf,16849128.pdf,AGRICULTURE,ColBERT,Hybrid (RRF),0.7028,0.6667,8
AGRICULTURE/16849128.pdf,16849128.pdf,AGRICULTURE,CrossEncoder,Hybrid (RRF),0.5385,0.6667,8
AGRICULTURE/37201447.pdf,37201447.pdf,AGRICULTURE,ConFit v2,ColBERT,0.5908,0.4286,6
AGRICULTURE/37201447.pdf,37201447.pdf,AGRICULTURE,ConFit v2,CrossEncoder,0.4152,0.25,4
AGRICULTURE/37201447.pdf,37201447.pdf,AGRICULTURE,ConFit v2,Hybrid (RRF),0.6207,0.4286,6
AGRICULTURE/37201447.pdf,37201447.pdf,AGRICULTURE,ColBERT,CrossEncoder,0.4716,0.4286,6
AGRICULTURE/37201447.pdf,37201447.pdf,AGRICULTURE,ColBERT,Hybrid (RRF),0.8038,0.8182,9
AGRICULTURE/37201447.pdf,37201447.pdf,AGRICULTURE,CrossEncoder,Hybrid (RRF),0.5663,0.5385,7
APPAREL/13418452.pdf,13418452.pdf,APPAREL,ConFit v2,ColBERT,0.3938,0.3333,5
APPAREL/13418452.pdf,13418452.pdf,APPAREL,ConFit v2,CrossEncoder,0.4546,0.3333,5
APPAREL/13418452.pdf,13418452.pdf,APPAREL,ConFit v2,Hybrid (RRF),0.3597,0.1765,3
APPAREL/13418452.pdf,13418452.pdf,APPAREL,ColBERT,CrossEncoder,0.4689,0.3333,5
APPAREL/13418452.pdf,13418452.pdf,APPAREL,ColBERT,Hybrid (RRF),0.7474,0.4286,6
APPAREL/13418452.pdf,13418452.pdf,APPAREL,CrossEncoder,Hybrid (RRF),0.5351,0.4286,6
APPAREL/56151548.pdf,56151548.pdf,APPAREL,ConFit v2,ColBERT,0.39,0.3333,5
APPAREL/56151548.pdf,56151548.pdf,APPAREL,ConFit v2,CrossEncoder,0.4312,0.3333,5
APPAREL/56151548.pdf,56151548.pdf,APPAREL,ConFit v2,Hybrid (RRF),0.413,0.3333,5
APPAREL/56151548.pdf,56151548.pdf,APPAREL,ColBERT,CrossEncoder,0.8466,1.0,10
APPAREL/56151548.pdf,56151548.pdf,APPAREL,ColBERT,Hybrid (RRF),0.8708,1.0,10
APPAREL/56151548.pdf,56151548.pdf,APPAREL,CrossEncoder,Hybrid (RRF),0.8743,1.0,10
APPAREL/91026230.pdf,91026230.pdf,APPAREL,ConFit v2,ColBERT,0.3783,0.25,4
APPAREL/91026230.pdf,91026230.pdf,APPAREL,ConFit v2,CrossEncoder,0.0511,0.0,0
APPAREL/91026230.pdf,91026230.pdf,APPAREL,ConFit v2,Hybrid (RRF),0.1302,0.1111,2
APPAREL/91026230.pdf,91026230.pdf,APPAREL,ColBERT,CrossEncoder,0.2109,0.25,4
APPAREL/91026230.pdf,91026230.pdf,APPAREL,ColBERT,Hybrid (RRF),0.3428,0.4286,6
APPAREL/91026230.pdf,91026230.pdf,APPAREL,CrossEncoder,Hybrid (RRF),0.3826,0.4286,6
ARTS/14248724.pdf,14248724.pdf,ARTS,ConFit v2,ColBERT,0.5917,0.3333,5
ARTS/14248724.pdf,14248724.pdf,ARTS,ConFit v2,CrossEncoder,0.4687,0.25,4
ARTS/14248724.pdf,14248724.pdf,ARTS,ConFit v2,Hybrid (RRF),0.5225,0.3333,5
ARTS/14248724.pdf,14248724.pdf,ARTS,ColBERT,CrossEncoder,0.606,0.5385,7
ARTS/14248724.pdf,14248724.pdf,ARTS,ColBERT,Hybrid (RRF),0.7673,0.8182,9
ARTS/14248724.pdf,14248724.pdf,ARTS,CrossEncoder,Hybrid (RRF),0.7123,0.6667,8
ARTS/32794700.pdf,32794700.pdf,ARTS,ConFit v2,ColBERT,0.3631,0.4286,6
ARTS/32794700.pdf,32794700.pdf,ARTS,ConFit v2,CrossEncoder,0.2295,0.3333,5
ARTS/32794700.pdf,32794700.pdf,ARTS,ConFit v2,Hybrid (RRF),0.3225,0.4286,6
ARTS/32794700.pdf,32794700.pdf,ARTS,ColBERT,CrossEncoder,0.3181,0.5385,7
ARTS/32794700.pdf,32794700.pdf,ARTS,ColBERT,Hybrid (RRF),0.6167,0.6667,8
ARTS/32794700.pdf,32794700.pdf,ARTS,CrossEncoder,Hybrid (RRF),0.5999,0.8182,9
ARTS/36758947.pdf,36758947.pdf,ARTS,ConFit v2,ColBERT,0.4571,0.25,4
ARTS/36758947.pdf,36758947.pdf,ARTS,ConFit v2,CrossEncoder,0.3033,0.25,4
ARTS/36758947.pdf,36758947.pdf,ARTS,ConFit v2,Hybrid (RRF),0.44,0.25,4
ARTS/36758947.pdf,36758947.pdf,ARTS,ColBERT,CrossEncoder,0.4827,0.4286,6
ARTS/36758947.pdf,36758947.pdf,ARTS,ColBERT,Hybrid (RRF),0.8041,0.8182,9
ARTS/36758947.pdf,36758947.pdf,ARTS,CrossEncoder,Hybrid (RRF),0.5336,0.4286,6
AUTOMOBILE/11257723.pdf,11257723.pdf,AUTOMOBILE,ConFit v2,ColBERT,0.2886,0.3333,5
AUTOMOBILE/11257723.pdf,11257723.pdf,AUTOMOBILE,ConFit v2,CrossEncoder,0.0775,0.0526,1
AUTOMOBILE/11257723.pdf,11257723.pdf,AUTOMOBILE,ConFit v2,Hybrid (RRF),0.1877,0.25,4
AUTOMOBILE/11257723.pdf,11257723.pdf,AUTOMOBILE,ColBERT,CrossEncoder,0.0736,0.0526,1
AUTOMOBILE/11257723.pdf,11257723.pdf,AUTOMOBILE,ColBERT,Hybrid (RRF),0.6152,0.3333,5
AUTOMOBILE/11257723.pdf,11257723.pdf,AUTOMOBILE,CrossEncoder,Hybrid (RRF),0.3021,0.4286,6
AUTOMOBILE/11797122.pdf,11797122.pdf,AUTOMOBILE,ConFit v2,ColBERT,0.0811,0.0526,1
AUTOMOBILE/11797122.pdf,11797122.pdf,AUTOMOBILE,ConFit v2,CrossEncoder,0.2133,0.3333,5
AUTOMOBILE/11797122.pdf,11797122.pdf,AUTOMOBILE,ConFit v2,Hybrid (RRF),0.1151,0.1111,2
AUTOMOBILE/11797122.pdf,11797122.pdf,AUTOMOBILE,ColBERT,CrossEncoder,0.1673,0.1765,3
AUTOMOBILE/11797122.pdf,11797122.pdf,AUTOMOBILE,ColBERT,Hybrid (RRF),0.6686,0.4286,6
AUTOMOBILE/11797122.pdf,11797122.pdf,AUTOMOBILE,CrossEncoder,Hybrid (RRF),0.2826,0.4286,6
AUTOMOBILE/47487091.pdf,47487091.pdf,AUTOMOBILE,ConFit v2,ColBERT,0.3271,0.25,4
AUTOMOBILE/47487091.pdf,47487091.pdf,AUTOMOBILE,ConFit v2,CrossEncoder,0.2928,0.1765,3
AUTOMOBILE/47487091.pdf,47487091.pdf,AUTOMOBILE,ConFit v2,Hybrid (RRF),0.2859,0.1765,3
AUTOMOBILE/47487091.pdf,47487091.pdf,AUTOMOBILE,ColBERT,CrossEncoder,0.6718,0.3333,5
AUTOMOBILE/47487091.pdf,47487091.pdf,AUTOMOBILE,ColBERT,Hybrid (RRF),0.7725,0.5385,7
AUTOMOBILE/47487091.pdf,47487091.pdf,AUTOMOBILE,CrossEncoder,Hybrid (RRF),0.7466,0.5385,7
AVIATION/11959428.pdf,11959428.pdf,AVIATION,ConFit v2,ColBERT,0.1289,0.1765,3
AVIATION/11959428.pdf,11959428.pdf,AVIATION,ConFit v2,CrossEncoder,0.1987,0.1765,3
AVIATION/11959428.pdf,11959428.pdf,AVIATION,ConFit v2,Hybrid (RRF),0.1404,0.1111,2
AVIATION/11959428.pdf,11959428.pdf,AVIATION,ColBERT,CrossEncoder,0.0754,0.0526,1
AVIATION/11959428.pdf,11959428.pdf,AVIATION,ColBERT,Hybrid (RRF),0.4532,0.3333,5
AVIATION/11959428.pdf,11959428.pdf,AVIATION,CrossEncoder,Hybrid (RRF),0.3311,0.3333,5
AVIATION/16279537.pdf,16279537.pdf,AVIATION,ConFit v2,ColBERT,0.4589,0.25,4
AVIATION/16279537.pdf,16279537.pdf,AVIATION,ConFit v2,CrossEncoder,0.1211,0.1111,2
AVIATION/16279537.pdf,16279537.pdf,AVIATION,ConFit v2,Hybrid (RRF),0.3811,0.1765,3
AVIATION/16279537.pdf,16279537.pdf,AVIATION,ColBERT,CrossEncoder,0.2203,0.25,4
AVIATION/16279537.pdf,16279537.pdf,AVIATION,ColBERT,Hybrid (RRF),0.6331,0.6667,8
AVIATION/16279537.pdf,16279537.pdf,AVIATION,CrossEncoder,Hybrid (RRF),0.4355,0.3333,5
AVIATION/16833515.pdf,16833515.pdf,AVIATION,ConFit v2,ColBERT,0.5568,0.25,4
AVIATION/16833515.pdf,16833515.pdf,AVIATION,ConFit v2,CrossEncoder,0.4044,0.25,4
AVIATION/16833515.pdf,16833515.pdf,AVIATION,ConFit v2,Hybrid (RRF),0.5158,0.25,4
AVIATION/16833515.pdf,16833515.pdf,AVIATION,ColBERT,CrossEncoder,0.6574,0.8182,9
AVIATION/16833515.pdf,16833515.pdf,AVIATION,ColBERT,Hybrid (RRF),0.8285,1.0,10
AVIATION/16833515.pdf,16833515.pdf,AVIATION,CrossEncoder,Hybrid (RRF),0.7275,0.8182,9
BANKING/11262933.pdf,11262933.pdf,BANKING,ConFit v2,ColBERT,0.4447,0.6667,8
BANKING/11262933.pdf,11262933.pdf,BANKING,ConFit v2,CrossEncoder,0.0668,0.0526,1
BANKING/11262933.pdf,11262933.pdf,BANKING,ConFit v2,Hybrid (RRF),0.143,0.25,4
BANKING/11262933.pdf,11262933.pdf,BANKING,ColBERT,CrossEncoder,0.0911,0.1111,2
BANKING/11262933.pdf,11262933.pdf,BANKING,ColBERT,Hybrid (RRF),0.4818,0.4286,6
BANKING/11262933.pdf,11262933.pdf,BANKING,CrossEncoder,Hybrid (RRF),0.3463,0.3333,5
BANKING/28989677.pdf,28989677.pdf,BANKING,ConFit v2,ColBERT,0.1812,0.25,4
BANKING/28989677.pdf,28989677.pdf,BANKING,ConFit v2,CrossEncoder,0.1784,0.25,4
BANKING/28989677.pdf,28989677.pdf,BANKING,ConFit v2,Hybrid (RRF),0.1937,0.25,4
BANKING/28989677.pdf,28989677.pdf,BANKING,ColBERT,CrossEncoder,0.712,0.5385,7
BANKING/28989677.pdf,28989677.pdf,BANKING,ColBERT,Hybrid (RRF),0.8634,0.8182,9
BANKING/28989677.pdf,28989677.pdf,BANKING,CrossEncoder,Hybrid (RRF),0.7433,0.5385,7
BANKING/33872500.pdf,33872500.pdf,BANKING,ConFit v2,ColBERT,0.3597,0.1111,2
BANKING/33872500.pdf,33872500.pdf,BANKING,ConFit v2,CrossEncoder,0.0721,0.0526,1
BANKING/33872500.pdf,33872500.pdf,BANKING,ConFit v2,Hybrid (RRF),0.1808,0.1111,2
BANKING/33872500.pdf,33872500.pdf,BANKING,ColBERT,CrossEncoder,0.1465,0.1111,2
BANKING/33872500.pdf,33872500.pdf,BANKING,ColBERT,Hybrid (RRF),0.5017,0.4286,6
BANKING/33872500.pdf,33872500.pdf,BANKING,CrossEncoder,Hybrid (RRF),0.3387,0.4286,6
BPO/19362586.pdf,19362586.pdf,BPO,ConFit v2,ColBERT,0.312,0.25,4
BPO/19362586.pdf,19362586.pdf,BPO,ConFit v2,CrossEncoder,0.2529,0.1111,2
BPO/19362586.pdf,19362586.pdf,BPO,ConFit v2,Hybrid (RRF),0.3536,0.25,4
BPO/19362586.pdf,19362586.pdf,BPO,ColBERT,CrossEncoder,0.1718,0.1765,3
BPO/19362586.pdf,19362586.pdf,BPO,ColBERT,Hybrid (RRF),0.5952,0.6667,8
BPO/19362586.pdf,19362586.pdf,BPO,CrossEncoder,Hybrid (RRF),0.4751,0.3333,5
BPO/63158213.pdf,63158213.pdf,BPO,ConFit v2,ColBERT,0.5705,0.5385,7
BPO/63158213.pdf,63158213.pdf,BPO,ConFit v2,CrossEncoder,0.2686,0.4286,6
BPO/63158213.pdf,63158213.pdf,BPO,ConFit v2,Hybrid (RRF),0.5176,0.4286,6
BPO/63158213.pdf,63158213.pdf,BPO,ColBERT,CrossEncoder,0.2988,0.4286,6
BPO/63158213.pdf,63158213.pdf,BPO,ColBERT,Hybrid (RRF),0.7345,0.6667,8
BPO/63158213.pdf,63158213.pdf,BPO,CrossEncoder,Hybrid (RRF),0.3863,0.6667,8
BPO/89512321.pdf,89512321.pdf,BPO,ConFit v2,ColBERT,0.6138,0.6667,8
BPO/89512321.pdf,89512321.pdf,BPO,ConFit v2,CrossEncoder,0.0,0.0,0
BPO/89512321.pdf,89512321.pdf,BPO,ConFit v2,Hybrid (RRF),0.2649,0.25,4
BPO/89512321.pdf,89512321.pdf,BPO,ColBERT,CrossEncoder,0.0354,0.0526,1
BPO/89512321.pdf,89512321.pdf,BPO,ColBERT,Hybrid (RRF),0.3369,0.3333,5
BPO/89512321.pdf,89512321.pdf,BPO,CrossEncoder,Hybrid (RRF),0.2617,0.3333,5
BUSINESS-DEVELOPMENT/20633855.pdf,20633855.pdf,BUSINESS-DEVELOPMENT,ConFit v2,ColBERT,0.6161,0.4286,6
BUSINESS-DEVELOPMENT/20633855.pdf,20633855.pdf,BUSINESS-DEVELOPMENT,ConFit v2,CrossEncoder,0.167,0.25,4
BUSINESS-DEVELOPMENT/20633855.pdf,20633855.pdf,BUSINESS-DEVELOPMENT,ConFit v2,Hybrid (RRF),0.3927,0.4286,6
BUSINESS-DEVELOPMENT/20633855.pdf,20633855.pdf,BUSINESS-DEVELOPMENT,ColBERT,CrossEncoder,0.1326,0.1765,3
BUSINESS-DEVELOPMENT/20633855.pdf,20633855.pdf,BUSINESS-DEVELOPMENT,ColBERT,Hybrid (RRF),0.3803,0.4286,6
BUSINESS-DEVELOPMENT/20633855.pdf,20633855.pdf,BUSINESS-DEVELOPMENT,CrossEncoder,Hybrid (RRF),0.33,0.4286,6
BUSINESS-DEVELOPMENT/27004930.pdf,27004930.pdf,BUSINESS-DEVELOPMENT,ConFit v2,ColBERT,0.3986,0.3333,5
BUSINESS-DEVELOPMENT/27004930.pdf,27004930.pdf,BUSINESS-DEVELOPMENT,ConFit v2,CrossEncoder,0.0814,0.1111,2
BUSINESS-DEVELOPMENT/27004930.pdf,27004930.pdf,BUSINESS-DEVELOPMENT,ConFit v2,Hybrid (RRF),0.507,0.25,4
BUSINESS-DEVELOPMENT/27004930.pdf,27004930.pdf,BUSINESS-DEVELOPMENT,ColBERT,CrossEncoder,0.0733,0.1111,2
BUSINESS-DEVELOPMENT/27004930.pdf,27004930.pdf,BUSINESS-DEVELOPMENT,ColBERT,Hybrid (RRF),0.358,0.3333,5
BUSINESS-DEVELOPMENT/27004930.pdf,27004930.pdf,BUSINESS-DEVELOPMENT,CrossEncoder,Hybrid (RRF),0.2799,0.5385,7
BUSINESS-DEVELOPMENT/32531824.pdf,32531824.pdf,BUSINESS-DEVELOPMENT,ConFit v2,ColBERT,0.3309,0.25,4
BUSINESS-DEVELOPMENT/32531824.pdf,32531824.pdf,BUSINESS-DEVELOPMENT,ConFit v2,CrossEncoder,0.1651,0.1765,3
BUSINESS-DEVELOPMENT/32531824.pdf,32531824.pdf,BUSINESS-DEVELOPMENT,ConFit v2,Hybrid (RRF),0.2714,0.25,4
BUSINESS-DEVELOPMENT/32531824.pdf,32531824.pdf,BUSINESS-DEVELOPMENT,ColBERT,CrossEncoder,0.3362,0.4286,6
BUSINESS-DEVELOPMENT/32531824.pdf,32531824.pdf,BUSINESS-DEVELOPMENT,ColBERT,Hybrid (RRF),0.7727,0.8182,9
BUSINESS-DEVELOPMENT/32531824.pdf,32531824.pdf,BUSINESS-DEVELOPMENT,CrossEncoder,Hybrid (RRF),0.462,0.5385,7
CHEF/16924102.pdf,16924102.pdf,CHEF,ConFit v2,ColBERT,0.5459,0.6667,8
CHEF/16924102.pdf,16924102.pdf,CHEF,ConFit v2,CrossEncoder,0.2422,0.3333,5
CHEF/16924102.pdf,16924102.pdf,CHEF,ConFit v2,Hybrid (RRF),0.4564,0.5385,7
CHEF/16924102.pdf,16924102.pdf,CHEF,ColBERT,CrossEncoder,0.379,0.4286,6
CHEF/16924102.pdf,16924102.pdf,CHEF,ColBERT,Hybrid (RRF),0.7659,0.6667,8
CHEF/16924102.pdf,16924102.pdf,CHEF,CrossEncoder,Hybrid (RRF),0.4803,0.6667,8
CHEF/24221960.pdf,24221960.pdf,CHEF,ConFit v2,ColBERT,0.3608,0.25,4
CHEF/24221960.pdf,24221960.pdf,CHEF,ConFit v2,CrossEncoder,0.2611,0.1765,3
CHEF/24221960.pdf,24221960.pdf,CHEF,ConFit v2,Hybrid (RRF),0.3357,0.3333,5
CHEF/24221960.pdf,24221960.pdf,CHEF,ColBERT,CrossEncoder,0.1836,0.25,4
CHEF/24221960.pdf,24221960.pdf,CHEF,ColBERT,Hybrid (RRF),0.4371,0.5385,7
CHEF/24221960.pdf,24221960.pdf,CHEF,CrossEncoder,Hybrid (RRF),0.513,0.4286,6
CHEF/28424982.pdf,28424982.pdf,CHEF,ConFit v2,ColBERT,0.3797,0.1765,3
CHEF/28424982.pdf,28424982.pdf,CHEF,ConFit v2,CrossEncoder,0.2429,0.1111,2
CHEF/28424982.pdf,28424982.pdf,CHEF,ConFit v2,Hybrid (RRF),0.3563,0.1765,3
CHEF/28424982.pdf,28424982.pdf,CHEF,ColBERT,CrossEncoder,0.6468,0.8182,9
CHEF/28424982.pdf,28424982.pdf,CHEF,ColBERT,Hybrid (RRF),0.8394,1.0,10
CHEF/28424982.pdf,28424982.pdf,CHEF,CrossEncoder,Hybrid (RRF),0.7059,0.8182,9
CONSTRUCTION/19471144.pdf,19471144.pdf,CONSTRUCTION,ConFit v2,ColBERT,0.476,0.3333,5
CONSTRUCTION/19471144.pdf,19471144.pdf,CONSTRUCTION,ConFit v2,CrossEncoder,0.3244,0.1765,3
CONSTRUCTION/19471144.pdf,19471144.pdf,CONSTRUCTION,ConFit v2,Hybrid (RRF),0.474,0.3333,5
CONSTRUCTION/19471144.pdf,19471144.pdf,CONSTRUCTION,ColBERT,CrossEncoder,0.4519,0.3333,5
CONSTRUCTION/19471144.pdf,19471144.pdf,CONSTRUCTION,ColBERT,Hybrid (RRF),0.7259,0.6667,8
CONSTRUCTION/19471144.pdf,19471144.pdf,CONSTRUCTION,CrossEncoder,Hybrid (RRF),0.6245,0.5385,7
CONSTRUCTION/69764348.pdf,69764348.pdf,CONSTRUCTION,ConFit v2,ColBERT,0.2864,0.1765,3
CONSTRUCTION/69764348.pdf,69764348.pdf,CONSTRUCTION,ConFit v2,CrossEncoder,0.3264,0.25,4
CONSTRUCTION/69764348.pdf,69764348.pdf,CONSTRUCTION,ConFit v2,Hybrid (RRF),0.2879,0.25,4
CONSTRUCTION/69764348.pdf,69764348.pdf,CONSTRUCTION,ColBERT,CrossEncoder,0.6368,0.4286,6
CONSTRUCTION/69764348.pdf,69764348.pdf,CONSTRUCTION,ColBERT,Hybrid (RRF),0.7459,0.8182,9
CONSTRUCTION/69764348.pdf,69764348.pdf,CONSTRUCTION,CrossEncoder,Hybrid (RRF),0.7252,0.5385,7
CONSTRUCTION/99433371.pdf,99433371.pdf,CONSTRUCTION,ConFit v2,ColBERT,0.4749,0.5385,7
CONSTRUCTION/99433371.pdf,99433371.pdf,CONSTRUCTION,ConFit v2,CrossEncoder,0.1056,0.0526,1
CONSTRUCTION/99433371.pdf,99433371.pdf,CONSTRUCTION,ConFit v2,Hybrid (RRF),0.2314,0.3333,5
CONSTRUCTION/99433371.pdf,99433371.pdf,CONSTRUCTION,ColBERT,CrossEncoder,0.2375,0.1765,3
CONSTRUCTION/99433371.pdf,99433371.pdf,CONSTRUCTION,ColBERT,Hybrid (RRF),0.4278,0.5385,7
CONSTRUCTION/99433371.pdf,99433371.pdf,CONSTRUCTION,CrossEncoder,Hybrid (RRF),0.4903,0.4286,6
CONSULTANT/10332998.pdf,10332998.pdf,CONSULTANT,ConFit v2,ColBERT,0.4632,0.3333,5
CONSULTANT/10332998.pdf,10332998.pdf,CONSULTANT,ConFit v2,CrossEncoder,0.3514,0.25,4
CONSULTANT/10332998.pdf,10332998.pdf,CONSULTANT,ConFit v2,Hybrid (RRF),0.4295,0.3333,5
CONSULTANT/10332998.pdf,10332998.pdf,CONSULTANT,ColBERT,CrossEncoder,0.5311,0.5385,7
CONSULTANT/10332998.pdf,10332998.pdf,CONSULTANT,ColBERT,Hybrid (RRF),0.7665,0.6667,8
CONSULTANT/10332998.pdf,10332998.pdf,CONSULTANT,CrossEncoder,Hybrid (RRF),0.5695,0.5385,7
CONSULTANT/67406885.pdf,67406885.pdf,CONSULTANT,ConFit v2,ColBERT,0.3335,0.25,4
CONSULTANT/67406885.pdf,67406885.pdf,CONSULTANT,ConFit v2,CrossEncoder,0.2337,0.25,4
CONSULTANT/67406885.pdf,67406885.pdf,CONSULTANT,ConFit v2,Hybrid (RRF),0.3226,0.1765,3
CONSULTANT/67406885.pdf,67406885.pdf,CONSULTANT,ColBERT,CrossEncoder,0.3027,0.25,4
CONSULTANT/67406885.pdf,67406885.pdf,CONSULTANT,ColBERT,Hybrid (RRF),0.7182,0.5385,7
CONSULTANT/67406885.pdf,67406885.pdf,CONSULTANT,CrossEncoder,Hybrid (RRF),0.4343,0.5385,7
CONSULTANT/80527194.pdf,80527194.pdf,CONSULTANT,ConFit v2,ColBERT,0.1432,0.1111,2
CONSULTANT/80527194.pdf,80527194.pdf,CONSULTANT,ConFit v2,CrossEncoder,0.1644,0.1765,3
CONSULTANT/80527194.pdf,80527194.pdf,CONSULTANT,ConFit v2,Hybrid (RRF),0.2617,0.25,4
CONSULTANT/80527194.pdf,80527194.pdf,CONSULTANT,ColBERT,CrossEncoder,0.3068,0.25,4
CONSULTANT/80527194.pdf,80527194.pdf,CONSULTANT,ColBERT,Hybrid (RRF),0.7231,0.6667,8
CONSULTANT/80527194.pdf,80527194.pdf,CONSULTANT,CrossEncoder,Hybrid (RRF),0.3872,0.4286,6
DESIGNER/15425154.pdf,15425154.pdf,DESIGNER,ConFit v2,ColBERT,0.373,0.25,4
